station_name,city,zip,latitude,longitude,ev_connector_types
Seattle-Tacoma International Airport - General Parking,Seattle,98188,47.443377,-122.296229,['J1772']
Avista Corp,Spokane,99252,47.673347,-117.388933,"['J1772', 'NEMA520']"
Steam Plant Parking,Spokane,99201,47.65579218,-117.4236637,['J1772']
BELLEVUE BELLEVUE CH 1,Bellevue,98004,47.614744,-122.193162,['J1772']
KING COUNTY DES ISSAQUAH P&R 2,Issaquah,98027,47.545324,-122.0195,['J1772']
King County - King County Van Distribution Center,Redmond,98052,47.675897,-122.091237,['J1772']
UWB CASCADIA CC NORTH LEVEL 3 N,Bothell,98011,47.761878,-122.191915,['J1772']
CITY OF REDMOND CITY HALL DUAL,Redmond,98052,47.679224,-122.12995,['J1772']
CITY OF REDMOND MOC #1 PUBLIC,Redmond,98052,47.672359,-122.099034,['J1772']
WILLOWS LODGE WILLOWS #2,Woodinville,98072,47.734211,-122.147041,['J1772']
Rairdon's Nissan - Auburn,Auburn,98002,47.33876,-122.22087,"['CHADEMO', 'J1772', 'J1772COMBO']"
Burien Nissan,Burien,98148,47.458152,-122.333513,"['CHADEMO', 'J1772']"
Olympia Nissan,Olympia,98502,47.030919,-122.930155,"['CHADEMO', 'J1772', 'J1772COMBO']"
Tacoma Nissan,Tacoma,98409,47.21973,-122.485672,"['CHADEMO', 'J1772', 'J1772COMBO']"
O'Brien Nissan,Walla Walla,99362,46.047279,-118.353882,['J1772']
KEY CENTER KEY CENTER 6,Bellevue,98004,47.616104,-122.19696,['J1772']
KRC SKYLINE SKYLINE #1,Bellevue,98004,47.61434,-122.194037,['J1772']
Caplan's Rainbow Parking,Seattle,98104,47.604115,-122.332907,['J1772']
CITY OF SEATAC CITY HALL 1,SeaTac,98188,47.434029,-122.273288,['J1772']
Puget Sound Energy,Tacoma,98409,47.22213,-122.478493,['J1772']
City of Tacoma - Municipal Building,Tacoma,98402,47.255854,-122.44172,['J1772']
BELLEVUE SBCC #2,Bellevue,98006,47.568886,-122.145268,['J1772']
VALLEY MED CTR MAIN LOT #5,Renton,98055,47.443255,-122.212445,['J1772']
City of Renton - City Shops,Renton,98056,47.483635,-122.170748,['J1772']
Campbell Nissan - Everett,Everett,98204,47.90272981640562,-122.2469883724914,['J1772']
Karmart Nissan,Burlington,98233,48.45009,-122.34423,"['CHADEMO', 'J1772COMBO']"
Bill Robertson Nissan,Pasco,99301,46.236757,-119.129685,['J1772']
Bill Korum's Puyallup Nissan,Puyallup,98371,47.207791,-122.294492,['J1772']
Younker Nissan,Renton,98058,47.448416,-122.218892,['J1772']
City of Seattle - Central Library,Seattle,98104,47.606684,-122.332664,['J1772']
City of Seattle - Muni Tower,Seattle,98124,47.604906,-122.330278,['J1772']
City of Seattle - Parking Enforcement Division,Seattle,98134,47.582934,-122.323106,['J1772']
City of Seattle - Seattle Center,Seattle,98109,47.622085,-122.347124,['J1772']
City of Seattle - Seattle City Light North Service Center,Seattle,98103,47.699613,-122.341922,['J1772']
City of Seattle - Seattle Water Ops,Seattle,98134,47.57952,-122.321401,['J1772']
City of Seattle - West Bridge,Seattle,98106,47.565149,-122.353024,['J1772']
Advantage Nissan,Bremerton,98312,47.562322,-122.684362,['J1772']
Alan Webb Nissan,Vancouver,98662,45.64775,-122.598185,['J1772']
Valley Nissan,Yakima,98901,46.590221,-120.500923,['J1772']
Valley Nissan,Yakima,98901,46.590221,-120.500923,['J1772']
Snohomish County - Evergreen Fairgrounds,Monroe,98272,47.868914,-121.987449,['J1772']
Puget Sound Energy,Seattle,98108,47.54527283,-122.3087234,['J1772']
KING COUNTY DES KSC STATION #1,Seattle,98104,47.598663,-122.331009,['J1772']
Evergreen Ford,Issaquah,98027,47.547047,-122.063633,['J1772']
Nikola Broadband,Sequim,98382,48.08536,-123.1135,['J1772']
King County - Roads Maintenance Facility,Renton,98056,47.4847291,-122.1774112,['J1772']
Mazama Country Inn,Mazama,98833,48.594482,-120.406494,"['J1772', 'NEMA1450']"
VIA6 VIA6-SOUTH,Seattle,98121,47.613883,-122.339405,['J1772']
800 FIFTH AVE STATION 2,Seattle,98104,47.605599,-122.330626,['J1772']
Campbell's Lake Chelan Resort,Chelan,98816,47.8399,-120.0199,"['J1772', 'NEMA520']"
Pine Near RV Park,Winthrop,98862,48.476543,-120.180796,['J1772']
Omak Inn,Omak,98841,48.421424,-119.503978,['J1772']
59er Diner,Leavenworth,98826,47.758434,-120.742416,['J1772']
PARKMETRO1 PARK METRO #1,Bellevue,98004,47.620793,-122.192469,['J1772']
VALLEY MED CTR MAIN LOT #8,Renton,98055,47.443123,-122.212538,['J1772']
Haselwood Chevrolet Buick GMC,Bremerton,98312,47.557801,-122.675335,['J1772']
Lakeside 24 Hour Fuel,Cougar,98616,46.051228,-122.301754,['J1772']
Kitsap Transit Harborside Garage,Bremerton,98337,47.56358,-122.62531,['J1772']
Mount Rainier National Park,Longmire,98397,46.761214,-122.040397,['J1772']
Mount Rainier National Park,Ashford,98304,46.755816,-122.120894,['J1772']
Semiahmoo Resort,Blaine,98230,48.989751,-122.773271,['J1772']
Best Western Plus - Heritage Inn,Bellingham,98226,48.783478,-122.484131,['J1772']
UDR TEN20 #1,Bellevue,98004,47.61984,-122.19603,['J1772']
City of Chelan,Chelan,98816,47.840838,-120.018402,['J1772']
LCC LCC H&S #1,Longview,98632,46.141922,-122.940192,['J1772']
UWMC UWMC #1,Bellevue,98004,47.638269,-122.191294,['J1772']
UWMC 4245 UWMC 4245 #1,Seattle,98105,47.658961,-122.3185,['J1772']
UWMC 4225 UWMC 4225 #1,Seattle,98105,47.658409,-122.318392,['J1772']
Town Nissan,East Wenatchee,98802,47.400716,-120.278842,"['CHADEMO', 'J1772']"
MAIN HOSPITAL SILVER PARKING,Kirkland,98034,47.716056,-122.179455,['J1772']
MAIN HOSPITAL DEYOUNG1,Kirkland,98034,47.714435,-122.179399,['J1772']
MAIN HOSPITAL BLUE PARKING,Kirkland,98034,47.714793,-122.176869,['J1772']
Leskovar Mitsubishi,Kennewick,99336,46.213233,-119.162367,['J1772']
Mellisoni Vineyard,Chelan,98816,47.83522282290976,-120.068983390213,['J1772']
Snoqualmie Casino,Issaquah,98065,47.519113,-121.841787,['J1772']
WCEH Wenatchee,Wenatchee,98801,47.427713,-120.312139,"['CHADEMO', 'J1772', 'J1772COMBO']"
WCEH Centralia,Centralia,98531,46.7252937,-122.9742834,"['CHADEMO', 'J1772', 'J1772COMBO']"
WCEH Bellingham,Bellingham,98225,48.731184,-122.4712335,"['CHADEMO', 'J1772', 'J1772COMBO']"
WCEH Castle Rock,Castle Rock,98511,46.2757149,-122.910486,"['CHADEMO', 'J1772', 'J1772COMBO']"
WCEH Burlington,Burlington,98233,48.4554794,-122.3407875,"['CHADEMO', 'J1772', 'J1772COMBO']"
WCEH Ridgefield,Ridgefield,98642,45.8176127,-122.683566,"['CHADEMO', 'J1772', 'J1772COMBO']"
WCEH Skykomish,Skykomish,98288,47.7111533,-121.360832,"['CHADEMO', 'J1772', 'J1772COMBO']"
Power Trip Energy Corp,Port Townsend,98368,48.093634,-122.813252,['J1772']
GreenPod Development,Port Townsend,98368,48.103061,-122.794143,['J1772']
Windermere Real Estate,Port Townsend,98368,48.113018,-122.760544,['J1772']
SIA W GARAGE F.1 #1,Spokane,99224,47.625092,-117.53956,['J1772']
MAIN HOSPITAL SILVER #2,Kirkland,98034,47.716066,-122.179613,['J1772']
WINSLOW WAY WINSLOW #1,Bainbridge Island,98110,47.624921,-122.51934,['J1772']
The Co-op Farm and Garden,Sequim,98382,48.079897,-123.098996,['J1772']
VISITOR GARAGE PEDESTAL UNIT,Tacoma,98402,47.252117,-122.437452,['J1772']
Banks Lake Brew and Bistro,Coulee City,99115,47.616684,-119.287843,['J1772']
VM CHARGERS VIRGINIA MASON2,Seattle,98101,47.609528,-122.326393,['J1772']
INSIGNIA 953 EV216,Seattle,98121,47.616552,-122.342727,['J1772']
UWB CASCADIA CC TRULY HOUSE #1,Bothell,98011,47.759501,-122.193075,['J1772']
UWB CASCADIA CC SOUTH L 3 N,Bothell,98011,47.757842,-122.190719,['J1772']
Best Western Plus - Tacoma Dome Hotel,Tacoma,98421,47.238785,-122.426722,['J1772']
ESSEX SAMMAMISH VIEW,Bellevue,98008,47.577051,-122.125164,['J1772']
MADISON GARAGE MADISON GARAGE2,Seattle,98104,47.610087,-122.322114,['J1772']
WCEH Tumwater,Tumwater,98501,46.993561,-122.907761,"['CHADEMO', 'J1772', 'J1772COMBO']"
WCEH Leavenworth,Leavenworth,98826,47.5955952,-120.6642262,"['CHADEMO', 'J1772', 'J1772COMBO']"
WCEH Sultan,Sultan,98294,47.8621458,-121.8166013,"['CHADEMO', 'J1772', 'J1772COMBO']"
WCEH Cle Elum,Cle Elum,98922,47.207769,-121.0193577,"['CHADEMO', 'J1772', 'J1772COMBO']"
WCEH Snoqualmie,Snoqualmie Pass,98068,47.4231982,-121.4126014,"['CHADEMO', 'J1772', 'J1772COMBO']"
Bedrooms & More,Seattle,98105,47.66159,-122.324877,['J1772']
UWB CASCADIA CC UW PLANT,Bothell,98011,47.757747,-122.191662,['J1772']
SAFECO PLAZA SAFECO PLAZA #1,Seattle,98154,47.606106,-122.333782,['J1772']
City of Tacoma - Fleet Operations,Tacoma,98409,47.225367,-122.47265,['J1772']
Lee Johnson Nissan of Kirkland,Kirkland,98034,47.707294,-122.174855,['J1772']
Lee Johnson Nissan of Kirkland,Kirkland,98034,47.707294,-122.174855,['J1772']
Washington Department of Transportation - Parking Garage,Olympia,98501,47.034344,-122.89857,['CHADEMO']
MI SCHOOLS NORTHWOOD #1,Mercer Island,98040,47.573641,-122.223648,['J1772']
TRANS SERVICES TERRELL,Pullman,99163,46.732394,-117.164374,['J1772']
TRANS SERVICES SCUE,Pullman,99163,46.729675,-117.161393,['J1772']
WASHINGTON ST LACONNER #1,La Conner,98257,48.391109,-122.496837,['J1772']
NBK Bremerton / N68436-B850A,Bremerton,98314,47.5501,-122.6401,['J1772']
NBK Bremerton / N68436-B850,Bremerton,98314,47.5501,-122.6401,['NEMA515']
Washington State University - Pullman Plant Materials Center,Pullman,99164,46.731746,-117.157928,['J1772']
TwispWorks,Twisp,98856,48.362102,-120.121376,['J1772']
Wellspring Spa at Mount Rainier,Ashford,98304,46.759919,-121.981984,['NEMA1450']
PUBLIC CHARGING ANGLE LAKE #2,SeaTac,98188,47.423319,-122.298723,['J1772']
PUBLIC CHARGING ANGLE LAKE #4,SeaTac,98198,47.42327,-122.298719,['J1772']
Town of Concrete - Park and Ride,Concrete,98237,48.537035,-121.758653,['J1772']
DUAL EV SOUTH 1,Seattle,98105,47.661471,-122.299298,['J1772']
KING COUNTY DES KSC STATION #5,Seattle,98104,47.599,-122.330804,['J1772']
BELLINGHAM CITY COMMERCIAL ST 2,Bellingham,98225,48.750857,-122.479518,['J1772']
TRANS SERVICES PACCAR,Pullman,99164,46.729734,-117.156333,['J1772']
LINC SQUARE EXP LSE P2 #2,Bellevue,98004,47.614294,-122.201255,['J1772']
LINC SQUARE EXP P5 1,Bellevue,98004,47.614098,-122.200729,['J1772']
Skagit General Store,Rockport,98283,48.6735,-121.244711,['J1772']
Lincoln County Museum,Davenport,99122,47.652922,-118.150361,['J1772']
Kitsap Transit-George’s Corner Park & Ride,Kingston,98346,47.812524,-122.540217,['J1772']
Kitsap Transit - Harper Church,Port Orchard,98366,47.504444,-122.516388,['J1772']
SAMMAMISH SAMM VILLAGE #1,Sammamish,98074,47.605953,-122.037391,['J1772']
THE SUMMIT P2,Bellevue,98004,47.613367,-122.194775,['J1772']
City of Tonasket - City Hall,Tonasket,98855,48.705586,-119.438406,['J1772']
ESSEX BELLCENTERE 01,Bellevue,98004,47.612468,-122.194308,['J1772']
SAMMAMISH SAM VILLAGE #2,Sammamish,98074,47.606215,-122.037426,['J1772']
Rocky Reach Dam Visitor Center,Wenatchee,98801,47.531819,-120.300871,['J1772']
City of Seattle - Sunny Jim,Seattle,98134,47.565076,-122.32205,['J1772']
City of Seattle - SeaPark Garage,Seattle,98124,47.604394,-122.328735,['J1772']
City of Seattle - Seattle Department of Transportation,Seattle,98106,47.520043,-122.344155,['J1772']
City of Seattle - North Precinct,Seattle,98133,47.702714,-122.334822,['J1772']
City of Seattle - South Precinct,Seattle,98108,47.538387,-122.293403,['J1772']
BELLEVUE DOWNTOWN PARK 2,Bellevue,98004,47.61309,-122.206569,['J1772']
SKAGIT STATION SS1,Mount Vernon,98273,48.418198,-122.334391,['J1772']
400 DEXTER AVE 400 DEXTER 1,Seattle,98109,47.622264,-122.342164,['J1772']
Bellevue Nissan,Bellevue,98007,47.58065,-122.14343,"['CHADEMO', 'J1772']"
UWB CASCADIA CC SOUTH LEVEL 3 W,Bothell,98011,47.757838,-122.190947,['J1772']
E_SOFI SOFI #1,Bellevue,98006,47.571386,-122.164808,['J1772']
BELLEVUE SQUARE BELL SQ NORTH 1,Bellevue,98004,47.616971,-122.203009,['J1772']
MERCER ISLAND MI COMMUN CTR,Mercer Island,98040,47.590057,-122.228541,['J1772']
COLLEGE HALL PARKING GARAGE,Spokane,99202,47.668201,-117.397214,['J1772']
EV RETAIL SOMA CP 1,Bellevue,98004,47.612706,-122.198654,['J1772']
PUBLIC WORKS 1 MARITIME PIER,Gig Harbor,98335,47.329291,-122.578979,['J1772']
DUAL EV SOUTH 2,Seattle,98105,47.661361,-122.298284,['J1772']
PUBLIC WORKS 1 GH FINHOLM 1,Gig Harbor,98332,47.339342,-122.590314,['J1772']
"Kitsap Transit - North Viking Poulsbo Park N Ride, WA",Poulsbo,98370,47.75946,-122.661047,['J1772']
530 Guard St,Friday Harbor,98250,48.536489,-123.021351,['J1772']
Avalon Business Park,Friday Harbor,98250,48.514655,-123.028884,['J1772']
Earthbox Inn and Spa,Friday Harbor,98250,48.532963,-123.019311,['J1772']
Friday Harbor Grand Bed and Breakfast,Friday Harbor,98250,48.532844,-123.021001,['J1772']
Odd Fellows Hall,Eastsound,98245,48.692979,-122.904798,['J1772']
Doe Bay Resort,Olga,98279,48.641279,-122.781015,['J1772']
Lopez Island Library,Lopez,98261,48.521863,-122.909571,['J1772']
Lopez Community Land Trust,Lopez,98261,48.530774,-122.914874,['J1772']
Thurston County Juvenile Court,Tumwater,98512,47.023179,-122.922337,['J1772']
Port of Poulsbo,Poulsbo,98370,47.736632,-122.647204,['J1772']
Haselwood Family YMCA Silverdale,Silverdale,98383,47.65330662706392,-122.6948141320863,['J1772']
Bellevue College - Garage,Bellevue,98007,47.585655,-122.147284,['J1772']
Legacy Salmon Creek Hospital,Vancouver,98686,45.7208083,-122.6467578,['J1772']
McLendon Hardware Tacoma,Tacoma,98406,47.25914,-122.514596,['J1772']
McLendon Hardware,Renton,98057,47.477362,-122.215347,['J1772']
Sumner School District - Parking Lot,Sumner,98390,47.203981,-122.237313,['J1772']
Lake Washington Institute of Technology,Kirkland,98034,47.704069,-122.167006,['J1772']
520 Pike Tower,Seattle,98101,47.611102,-122.334893,['J1772']
Bellevue College - Lot C7 Snoqualmie River Road,Bellevue,98005,47.58495,-122.15043,['J1772']
Lake Union Building,Seattle,98109,47.633992,-122.339684,['J1772']
VM CHARGERS VM BAINBRIDGE 1,Bainbridge Island,98110,47.637692,-122.513582,['J1772']
Multicare Health Systems,Covington,98042,47.359935,-122.103668,['J1772']
Highline Community College,Des Moines,98198,47.389529,-122.301609,['J1772']
BARKLEY VILLAGE REGAL CINEMA 2,Bellingham,98226,48.7707,-122.448772,['J1772']
Camaray Motel,Oroville,98844,48.938283,-119.436456,['J1772']
Smokiam Park,Soap Lake,98851,47.39125,-119.483647,['J1772']
Mountain View Lodge & Resort,Manson,98831,47.883847,-120.154608,['J1772']
Seattle-Tacoma International Airport - Terminal Direct Parking,Seattle,98188,47.443363,-122.296428,['J1772']
Bonneville Power Administration,Vancouver,98663,45.662257,-122.664489,['J1772']
National Park Service - Longmire Administration Building,Ashford,98304,46.750241,-121.812778,['J1772']
Environmental Protection Agency,Seattle,98101,47.609095,-122.332012,['J1772']
CITY LIGHT N BEACON HILL 1,Seattle,98144,47.579789,-122.3122,"['CHADEMO', 'J1772COMBO']"
UWB CASCADIA CC SOUTH LEVEL 4 S,Bothell,98011,47.757824,-122.190681,['J1772']
LINC SQUARE EXP LSS P2 106-107,Bellevue,98004,47.614503,-122.201196,['J1772']
LINC SQUARE EXP LSS P2 109-110,Bellevue,98004,47.614311,-122.201051,['J1772']
LINC SQUARE EXP LSS P2 100-101,Bellevue,98004,47.614752,-122.200829,['J1772']
LINC SQUARE EXP LSS P2 92-93,Bellevue,98004,47.614649,-122.200751,['J1772']
QBRC QBRC 1,Ocean Shores,98569,47.042642,-124.170682,['J1772']
ESSEX HIGHLANDS,Issaquah,98029,47.545075,-122.008911,['J1772']
BLACKRIVER JSH DUAL #1,Renton,98057,47.471546,-122.232002,['J1772']
BLACKRIVER BLACKRIVER #3,Renton,98057,47.474427,-122.233381,['J1772']
MTE EDMONDS SCHOOL,Mountlake Terrace,98043,47.798901,-122.3025,['J1772']
"Aberdeen, WA - Tesla Supercharger",Aberdeen,98520,46.976679,-123.813485,['TESLA']
Angel of the Winds Casino - Tesla Supercharger,Arlington,98223,48.212441,-122.183491,['TESLA']
Fairfield Inn & Suites Burlington - Tesla Supercharger,Burlington,98233,48.509743,-122.338681,['TESLA']
Centralia Outlets - Tesla Supercharger,Centralia,98531,46.729872,-122.977392,['TESLA']
Holiday Inn Express - Tesla Supercharger,Ellensburg,98926,46.976918,-120.54162,['TESLA']
Fred Meyer - Tesla Supercharger,Kennewick,99336,46.198035,-119.162687,['TESLA']
Fred Meyer - Tesla Supercharger,Lynnwood,98087,47.846714,-122.271389,['TESLA']
Best Western Plus Bronco Inn - Tesla Supercharger,Ritzville,99169,47.116294,-118.368328,['TESLA']
Holiday Inn Express & Suites - Tesla Supercharger,Sequim,98382,48.071064,-123.074581,['TESLA']
Fred Meyer Salmon Creek - Tesla Supercharger,Vancouver,98685,45.721613,-122.663762,['TESLA']
Dan's Food Market - Tesla Supercharger,Leavenworth,98826,47.598476,-120.656055,['TESLA']
Fort Lewis,Fort Lewis,98433,47.10579,-122.539,['J1772']
Olympic National Park - Sol Duc Hot Springs Resort,Port Angeles,98363,47.96937,-123.86338,['J1772']
Olympic National Park - Sol Duc Hot Springs Resort,Port Angeles,98363,47.96937,-123.86338,['J1772']
Starbucks Pasco,Pasco,99301,46.2418243,-119.1241826,"['CHADEMO', 'J1772', 'J1772COMBO']"
WA Trust Bank - Wandermere,Spokane,99218,47.769047,-117.401633,['J1772COMBO']
1101 WESTLAKE WESTLAKE 2,Seattle,98109,47.6289,-122.341536,['J1772']
Gull Wing Inn,Moclips,98562,47.24044,-124.216904,['J1772']
Washington State Department of Ecology - Public Parking Lot,Spokane,99205,47.700624,-117.425573,['J1772']
DC CORRIDOR SEATTLE MINI,Seattle,98125,47.713224,-122.298415,"['CHADEMO', 'J1772COMBO']"
EVROADWAY WA-PACSCI-L2-1,Seattle,98109,47.61906,-122.35235,['J1772']
BMGF P1 STATION 2,Seattle,98109,47.623424,-122.345872,['J1772']
Pacific Raceways,Kent,98042,47.320954,-122.13822,['TESLA']
Fred Meyer - Tesla Supercharger,Issaquah,98029,47.548081,-122.039955,['TESLA']
Bedrooms & More,Seattle,98105,47.661582,-122.32426,['J1772']
Guy Waring Guest House,Winthrop,98862,48.479357,-120.186033,['J1772']
Grand Mound Liquor Store,Rochester,98579,46.798453,-123.0123,['J1772']
KING COUNTY DES FACTORIA TRANSF,Bellevue,98005,47.582336,-122.158644,['J1772']
ALJOYA 1 EV CHARGER,Mercer Island,98040,47.588122,-122.237206,['J1772']
Bud Clary Chevrolet,Longview,98632,46.132245,-122.935179,['J1772COMBO']
Harvest Chevrolet,Yakima,98901,46.604239,-120.481583,"['J1772', 'J1772COMBO']"
Cascade Chevrolet,Wenatchee,98801,47.467463,-120.336918,"['J1772', 'J1772COMBO']"
Angel of the Winds Casino - Tesla Destination,Arlington,98223,48.214249,-122.184142,['TESLA']
Alexander's Lodge & Restaurant - Tesla Destination,Ashford,98304,46.751382,-121.937189,['TESLA']
Courtyard by Marriott Seattle Bellevue/Downtown - Tesla Destination,Bellevue,98004,47.617601,-122.193492,['TESLA']
Marriott Bellevue - Tesla Destination,Bellevue,98004,47.611844,-122.193618,"['J1772', 'TESLA']"
Marriott AC Bellevue - Tesla Destination,Bellevue,98004,47.612345,-122.197702,"['J1772', 'TESLA']"
Hilton Bellevue - Tesla Destination,Bellevue,98004,47.607592,-122.189582,['TESLA']
Hotel Bellwether - Tesla Destination,Bellingham,98225,48.754197,-122.496675,"['J1772', 'TESLA']"
Best Western Plus Heritage Inn - Tesla Destination,Bellingham,98226,48.783141,-122.484001,['TESLA']
Oxford Suites Bellingham - Tesla Destination,Bellingham,98226,48.788325,-122.48746,"['J1772', 'TESLA']"
Hamilton Cellars - Tesla Destination,Benton City,99320,46.296071,-119.451487,"['J1772', 'TESLA']"
Semiahmoo Resort & Spa - Tesla Destination,Blaine,98230,48.990486,-122.774447,['TESLA']
Hotel Cathlamet - Tesla Destination,Cathlamet,98612,46.202588,-123.384133,['TESLA']
Fielding Hills Winery - Tesla Destination,Chelan,98816,47.842476,-120.098099,['TESLA']
Suncadia Resort - Tesla Destination,Cle Elum,98922,47.207984,-121.019499,['TESLA']
The Four Points by Sheraton Seattle Airport South - Tesla Destination,Des Moines,98198,47.400629,-122.296834,"['J1772', 'TESLA']"
"Staybridge Suites Federal Way - Seattle South, an IHG Hotel - Tesla Destination",Federal Way,98003,47.314052,-122.300982,"['J1772', 'TESLA']"
Quillayute River Resort - Tesla Destination,Forks,98331,47.914774,-124.544249,['TESLA']
Island Athletic Club - Tesla Destination,Freeland,98249,48.010539,-122.534798,['TESLA']
Ocean5 - Tesla Destination,Gig Harbor,98335,47.305772,-122.579191,"['J1772', 'TESLA']"
Best Western Wesley Inn - Tesla Destination,Gig Harbor,98335,47.318391,-122.585326,['TESLA']
"Issaquah, WA - 12th Ave NW - Tesla Destination",Issaquah,98027,47.550744,-122.057467,"['J1772', 'TESLA']"
Badger Mountain Vineyard & Powers Winery - Tesla Destination,Kennewick,99338,46.213187,-119.286497,"['J1772', 'TESLA']"
Hampton Inn Kennewick at Southridge - Tesla Destination,Kennewick,99338,46.178019,-119.189427,['TESLA']
Saratoga Inn - Tesla Destination,Langley,98260,48.039607,-122.406131,"['J1772', 'TESLA']"
The Inn at Langley - Tesla Destination,Langley,98260,48.041105,-122.410772,"['J1772', 'TESLA']"
Mountain Springs Lodge - Tesla Destination,Leavenworth,98826,47.767473,-120.653187,['TESLA']
Sleeping Lady Mountain Resort - Tesla Destination,Leavenworth,98826,47.551769,-120.680327,"['J1772', 'TESLA']"
Alta Cellars - Tesla Destination,Manson,98831,47.884887,-120.156959,['TESLA']
Hard Row to Hoe Vineyards - Tesla Destination,Manson,98831,47.896557,-120.132386,['TESLA']
Moonstone Beach Motel - Tesla Destination,Moclips,98562,47.240392,-124.217215,['TESLA']
Fairfield Inn & Suites by Marriott Moses Lake - Tesla Destination,Moses Lake,98837,47.10335,-119.251036,['TESLA']
Adytum Sanctuary - Tesla Destination,Mossyrock,98564,46.545331,-122.508967,"['J1772', 'TESLA']"
Hobuck Beach  Resort - Tesla Destination,Neah Bay,98357,48.340723,-124.662924,['TESLA']
Hobuck Beach Resort  RV Camping - Tesla Destination,Neah Bay,98357,48.333479,-124.659368,['TESLA']
Swantown Inn & Spa - Tesla Destination,Olympia,98501,47.03909,-122.882327,"['J1772', 'TESLA']"
Hotel RL by Red Lion - Tesla Destination,Olympia,98502,47.027278,-122.912415,"['J1772', 'TESLA']"
Veranda Beach Resort - Tesla Destination,Oroville,98844,48.987053,-119.425912,"['J1772', 'TESLA']"
Red Lion Hotel Pasco - Tesla Destination,Pasco,99301,46.250235,-119.116144,"['J1772', 'TESLA']"
Camaraderie Cellars - Tesla Destination,Port Angeles,98363,48.101579,-123.477119,"['J1772', 'TESLA']"
Colette's Bed and Breakfast - Tesla Destination,Port Angeles,98362,48.114921,-123.268398,['TESLA']
"George Washington Inn, a Select Registry Property - Tesla Destination",Port Angeles,98362,48.116414,-123.255357,"['J1772', 'TESLA']"
Holiday Inn Express Pullman - Tesla Destination,Pullman,99163,46.715837,-117.166626,"['J1772', 'TESLA']"
Hampton Inn and Suites Puyallup - Tesla Destination,Puyallup,98371,47.17669,-122.2931,['TESLA']
Cave B Estate Winery & Resort - Tesla Destination,Quincy,98848,47.098792,-119.996204,"['J1772', 'TESLA']"
Seattle Marriott Redmond - Tesla Destination,Redmond,98052,47.671225,-122.122192,"['J1772', 'TESLA']"
Homewood Suites Richland - Tesla Destination,Richland,99352,46.281294,-119.273452,"['J1772', 'TESLA']"
Hampton Inn Richland/Tri-Cities - Tesla Destination,Richland,99352,46.271849,-119.269167,"['J1772', 'TESLA']"
Thompson Seattle - Tesla Destination,Seattle,98101,47.610335,-122.341261,"['J1772', 'TESLA']"
Hotel 1000 - Tesla Destination,Seattle,98104,47.604904,-122.336189,"['J1772', 'TESLA']"
Motif Seattle - Tesla Destination,Seattle,98101,47.610166,-122.335179,"['J1772', 'TESLA']"
Hotel Theodore - Tesla Destination,Seattle,98101,47.612347,-122.334168,['TESLA']
Cedarbrook Lodge - Tesla Destination,Seattle,98188,47.437313,-122.287623,"['J1772', 'TESLA']"
Seattle Marriott Waterfront - Tesla Destination,Seattle,98121,47.610845,-122.347258,"['J1772', 'TESLA']"
Bedrooms & More - Tesla Destination,Seattle,98105,47.661523,-122.324913,['TESLA']
400 Fairview - Tesla Destination,Seattle,98109,47.622544,-122.333913,"['J1772', 'TESLA']"
Fairmont Olympic Hotel - Seattle - Tesla Destination,Seattle,98101,47.608197,-122.334028,"['J1772', 'TESLA']"
Residence Inn by Marriott Seattle University Distric - Tesla Destination,Seattle,98105,47.661869,-122.315415,['TESLA']
Hampton Inn and Suites Seattle-Downtown - Tesla Destination,Seattle,98109,47.625675,-122.346886,['TESLA']
Four Points by Sheraton Downtown Seattle Center - Tesla Destination,Seattle,98109,47.625378,-122.344596,['TESLA']
Hotel Max - Tesla Destination,Seattle,98101,47.614141,-122.336357,['TESLA']
Shafer Baillie Mansion Bed & Breakfast - Tesla Destination,Seattle,98112,47.627047,-122.314961,['TESLA']
Four Seasons Hotel Seattle - Tesla Destination,Seattle,98101,47.607651,-122.339418,['TESLA']
Shelburne Inn Restaurant & Pub - Tesla Destination,Seaview,98644,46.334855,-124.055074,"['J1772', 'TESLA']"
Lost Mountain Lodge - Tesla Destination,Sequim,98382,48.06217,-123.168319,['TESLA']
GreenHouse Inn by the Bay - Tesla Destination,Sequim,98382,48.149618,-123.153648,['TESLA']
Snoqualmie Casino - Tesla Destination,Snoqualmie,98065,47.51865,-121.841773,['TESLA']
The Davenport Hotel - Tesla Destination,Spokane,99201,47.656578,-117.424414,['TESLA']
The Davenport Tower - Tesla Destination,Spokane,99201,47.656306,-117.423487,['TESLA']
Oxford Suites Spokane - Tesla Destination,Spokane,99201,47.663559,-117.412422,"['J1772', 'TESLA']"
Hampton Inn Airport Spokane - Tesla Destination,Spokane,99224,47.63666,-117.477532,"['J1772', 'TESLA']"
DoubleTree by Hilton Spokane City Center - Tesla Destination,Spokane,99201,47.66075,-117.414533,"['J1772', 'TESLA']"
The Davenport Grand Hotel - Tesla Destination,Spokane,99201,47.659917,-117.417273,['TESLA']
The Hotel Lusso - Tesla Destination,Spokane,99201,47.657247,-117.423946,['TESLA']
Hilton Garden Inn Spokane Airport - Tesla Destination,Spokane,99224,47.642631,-117.537533,"['J1772', 'TESLA']"
Oxford Suites Spokane Valley - Tesla Destination,Spokane Valley,99216,47.673676,-117.201827,"['J1772', 'TESLA']"
